timestamp_utc,team,github_user,model_type,combined_nmae,pressure_nmae,temperature_nmae,speed_nmae,notes
2026-02-22T05:08:29.196885Z,TestParticipant,Cellverse-AI,participant,0.05680464421824887,0.08350389282531194,0.04676900584795321,0.04014103398148148,GitHub Submission
