timestamp_utc,team,github_user,model_type,combined_nmae,pressure_nmae,temperature_nmae,speed_nmae,notes
2026-02-13T16:47:26.710487Z,Cellverse,Cellverse-AI,participant,0.05746412403776916,0.08409123572860962,0.05125567920321637,0.037045457181481486,GitHub Submission
